title,director
"赤焰战场2","迪恩·帕里索特"
"虎胆龙威5","约翰·摩尔"
"玩命快递2","路易斯·莱特里尔"
"波斯王子：时之刃","迈克·内威尔"
"怒火攻心","马克·耐沃尔代 "
"怒火攻心"," 布莱恩·泰勒"
"国家公敌","托尼·斯科特"
"虎胆龙威","约翰·麦克蒂尔南"
"死亡飞车","保罗·安德森"
"特种部队：眼镜蛇的崛起","斯蒂芬·索莫斯"
"玩命快递3","奥利维尔·米加顿"
"霹雳娇娃","约瑟夫·麦克金提·尼彻"
"斯巴达300勇士","扎克·施奈德"
"精武风云·陈真","刘伟强"
"杀手：代号47","泽维尔·吉恩斯"
"007：大破量子危机","马克·福斯特"
"暴力街区13：终极","帕特里克·亚力桑德罗"
"第一滴血","特德·科特切夫"
"海扁王2","杰夫·瓦德洛"
"功夫梦","哈罗德·兹瓦特"
"突袭2：暴徒","加雷斯·埃文斯"
"青蜂侠","米歇尔·冈瑞"
"奥林匹斯的陷落","安东尼·福奎阿"
"空军一号","沃尔夫冈·彼德森"
"剑鱼行动","多米尼克·塞纳"
"致命黑兰","奥利维尔·米加顿"
"尖峰时刻","布莱特·拉特纳"
"木乃伊","斯蒂芬·索莫斯"
"危情谍战","詹姆斯·曼高德"
"侠探杰克","克里斯托弗·麦奎里"
"怒火救援","托尼·斯科特"
"虎胆龙威3","约翰·麦克蒂尔南"
"全面回忆","伦·怀斯曼"
"国家宝藏：夺宝秘笈","乔·德特杜巴"
"黑夜传说","伦·怀斯曼"
"美少女特攻队","扎克·施奈德"
"独行侠","戈尔·维宾斯基"
"背水一战","金知云"
"极限特工","罗伯·科恩"
"赶尽杀绝","迈克尔·戴维斯"
"夕阳天使","元奎"
"怒火攻心2：高压电","马克·耐沃尔代 "
"怒火攻心2：高压电"," Brian Taylor"
"虎胆龙威2","雷尼·哈林"
"三个火枪手","保罗·安德森"
"木乃伊归来","斯蒂芬·索莫斯"
"古墓丽影2","扬·德·邦特"
"刀锋战士","斯蒂芬·诺林顿"
"危情时速","托尼·斯科特"
"苏乞儿","袁和平"
"尖峰时刻2","布莱特·拉特纳"
"亡命驾驶","尼古拉斯·温丁·雷弗恩"
"夺宝奇兵","史蒂文·斯皮尔伯格"
"木乃伊3","罗伯·科恩"
"家园防线","加里·弗莱德"
"帕克","泰勒·海克福德"
"东京攻略","马楚成"
"灵魂战车","马克·斯蒂文·约翰逊"
"冒险王","程小东"
"致命急件","大卫·凯普"
"中华英雄","刘伟强"
"断箭","吴宇森"
"霹雳娇娃2","约瑟夫·麦克金提·尼彻"
"鹰眼","D·J·卡卢索"
"飞鹰计划","成龙"
"特洛伊","沃尔夫冈·彼德森"
"极速60秒","多米尼克·塞纳"
"刀锋战士2","吉尔莫·德尔·托罗"
"黑夜传说2：进化","伦·怀斯曼"
"给爸爸的信","元奎"
"一触即发","肯尼思·布拉纳"
"300勇士：帝国崛起","诺姆·穆罗"
"第一滴血4","西尔维斯特·史泰龙"
"范海辛","斯蒂芬·索莫斯"
"生化危机4：战神再生","保罗·安德森"
"诸神之战","路易斯·莱特里尔"
"狼牙","李忠志 "
"狼牙"," 吴京"
"尖峰时刻3","布莱特·拉特纳"
"冲出亚马逊","宋业明"
"黑夜传说4：觉醒","曼斯·马林德 "
"黑夜传说4：觉醒"," 比约恩·史坦"
"醉拳","袁和平"
"A计划续集","成龙"
"第一滴血2","乔治 P·科斯马图斯"
"007之择日而亡","李·塔玛霍瑞"
"生化危机3：灭绝","拉塞尔·穆卡希"
"蜂鸟特攻","斯蒂文·奈特"
"三国之见龙卸甲","李仁港"
"夺宝奇兵3","史蒂文·斯皮尔伯格"
"醉拳2","刘家良"
"铁血精英","加里·麦肯德莱"
"灵魂战车2：复仇时刻","马克·耐沃尔代 "
"灵魂战车2：复仇时刻"," 布莱恩·泰勒"
"邻家特工","布莱恩·莱温特"
"刀锋战士3","大卫·S·高耶"
"精英部队","若泽·帕迪里亚"
"神奇燕尾服","凯文·多诺万"
"绝地战警","迈克尔·贝"
"007之黑日危机","迈克尔·艾普特"
"太极侠","基努·里维斯"
"生化危机5：惩罚","保罗·安德森"
"和平饭店","韦家辉"
"极限特工2","李·塔玛霍瑞"
"狂暴飞车","帕特里克·卢西尔"
"007之明日帝国","罗杰·斯波蒂伍德"
"藏身之所","丹尼尔·伊斯皮诺萨"
"全城戒备","陈木胜"
"罪恶之城2","罗伯特·罗德里格兹 "
"罪恶之城2"," 弗兰克·米勒"
"007之黄金眼","马丁·坎贝尔"
"夺宝奇兵4","史蒂文·斯皮尔伯格"
"佐罗传奇","马丁·坎贝尔"
"拳霸","普拉奇亚·平克尧"
"蒸发密令","查克·拉塞尔"
"地狱男爵","吉尔莫·德尔·托罗"
"神奇四侠","蒂姆·斯托瑞"
"亡命天涯","安德鲁·戴维斯"
"警察故事续集","成龙"
"第一滴血3","彼得·麦克唐纳德"
"夺宝奇兵2","史蒂文·斯皮尔伯格"
"游侠","菲利普·G·阿特威尔"
"绝地战警2","迈克尔·贝"
"汉娜","乔·赖特"
"逃出克隆岛","迈克尔·贝"
"快餐车","洪金宝"
"吸血鬼猎人林肯","提莫·贝克曼贝托夫"
"关键第四号","D·J·卡卢索"
"危情三日","保罗·哈吉斯"
"黑侠","李仁港"
"最后的武士","爱德华·兹威克"
"警察故事3：超级警察","唐季礼"
"宇宙追缉令","黄毅瑜"
"夺命枪火","Wayne Kramer"
"宙斯之子：赫拉克勒斯","布莱特·拉特纳"
"超级战舰","彼得·博格"
"三岔口","陈木胜"
"西风烈","高群书"
"孤独的幸存者","彼得·博格"
"双子神偷","江道海"
"黄飞鸿之铁鸡斗蜈蚣","王晶"
"鼠胆龙威","王晶"
"勇者行动","迈克·麦科伊 "
"勇者行动"," 斯科特·沃"
"劫案迷云","西蒙·韦斯特"
"诸神之怒","乔纳森·里贝斯曼"
"刺杀据点","彼得·特拉维斯"
"创：战纪","约瑟夫·科辛斯基"
"上海正午","汤姆·戴伊"
"黄飞鸿之西域雄狮","洪金宝"
"黑夜传说前传：狼族再起","帕特里克·塔特普洛斯"
"东方三侠","杜琪峰"
"白雪公主与猎人","鲁伯特·桑德斯"
"特务迷城","陈德森"
"地狱男爵2：黄金军团","吉尔莫·德尔·托罗"
"叶问前传","邱礼涛"
"曼谷杀手","彭顺 "
"曼谷杀手"," 彭发"
"暂告安全","鲍兹·亚金"
"蝎子王","查克·拉塞尔"
"预见未来","李·塔玛霍瑞"
"冬荫功","普拉奇亚·平克尧"
"玩命追踪","艾略特·莱斯特"
"韩赛尔与格蕾特：女巫猎人","托米·维尔科拉"
"警察故事4：简单任务","唐季礼"
"一线声机","大卫·R·艾里斯"
"叶问：终极一战","邱礼涛"
"在劫难逃","约翰·辛格顿"
"艾利之书","艾尔伯特·休斯 "
"艾利之书"," 艾伦·休斯"
"勇闯16街区","理查德·唐纳"
"佐罗的面具","马丁·坎贝尔"
"铁拳","RZA"
"精武家庭","冯德伦"
"守望者","扎克·施奈德"
"精武门","罗维"
"决战紫禁之巅","刘伟强"
"一个好人","洪金宝"
"洛杉矶之战","乔纳森·里贝斯曼"
"飞鹰","马楚成"
"银行匪帮","John Luessenhop"
"狼犬丹尼","路易斯·莱特里尔"
"防弹武僧","保罗·亨特"
"喋血街头","吴宇森"
"地铁惊魂","托尼·斯科特"
"霹雳火","陈嘉上"
"双龙出手","巴塔萨·科马库"
"大事件","杜琪峰"
"车手","郑保瑞"
"终极斗士Ⅲ：赎罪","Isaac Florentine"
"决战犹马镇","詹姆斯·曼高德"
"超胆侠","马克·斯蒂文·约翰逊"
"墨西哥往事","罗伯特·罗德里格兹"
"六指琴魔","吴勉勤"
"人狼大战","乔·卡纳汉"
"恐怖星球","罗伯特·罗德里格兹"
"打擂台","郭子健 "
"打擂台"," 郑思杰"
"新天龙八部之天山童姥","钱永强"
"飞龙再生","陈嘉上"
"神枪手","林超贤"
"蝙蝠侠","蒂姆·波顿"
"天脉传奇","鲍德熹"
"极速复仇","Phil Joanou"
"破坏者","大卫·阿耶"
"绿巨人浩克","李安"
"惩罚者","Jonathan Hensleigh"
"辣手神探","吴宇森"
"太阳泪","安东尼·福奎阿"
"谎言之躯","雷德利·斯科特"
"力王","蓝乃才"
"神奇四侠2","蒂姆·斯托瑞"
"乱战","托尼·基格里奥"
"龙之吻","克里斯·纳汉"
"反恐特警组","克拉克·约翰森"
"风云2","彭顺 "
"风云2"," 彭发"
"天地英雄","何平"
"杀手之王","董玮"
"特警新人类","陈木胜"
"太空一号","詹姆斯·马瑟 "
"太空一号"," 斯蒂芬·圣·莱杰"
"人生遥控器","弗兰克·克拉斯"
"全民情敌","安迪·坦纳特"
"律政俏佳人","罗伯特·路克蒂克"
"公主日记2","盖瑞·马歇尔"
"憨豆的黄金周","史蒂夫·班德莱克"
"小鬼当家2","克里斯·哥伦布"
"修女也疯狂","埃米利·阿朵里诺"
"伴娘","保罗·费格"
"美国派","克里斯·韦兹 "
"美国派"," 保罗·韦兹"
"好好先生","佩顿·里德"
"憨豆特工","彼得·休伊特"
"憨豆特工2","奥利弗·帕克"
"精灵鼠小弟","罗伯·明可夫"
"加菲猫","皮特·休伊特"
"冒牌家庭","罗森·马歇尔·瑟伯"
"波普先生的企鹅","马克·沃特斯"
"结婚大作战","盖瑞·温尼克"
"保罗","格雷格·莫托拉"
"101真狗","斯蒂芬·赫瑞克"
"恶老板","赛斯·戈登"
"疯狂愚蠢的爱","格伦·费卡拉 "
"疯狂愚蠢的爱"," 约翰·里夸"
"葬礼上的死亡","弗兰克·奥兹"
"宿醉3","托德·菲利普斯"
"超级大坏蛋","汤姆·麦格拉思"
"随波逐流","丹尼斯·杜根"
"最强囍事","陈庆嘉 "
"最强囍事"," 秦小珍"
"预产期","托德·菲利普斯"
"上帝也疯狂2","加美·尤伊斯"
"假结婚","安妮·弗莱彻"
"72家租客","曾志伟 "
"72家租客"," 叶念琛 "
"72家租客"," 钟澍佳"
"录取通知","斯蒂夫·平克"
"拜见岳父大人","杰伊·罗奇"
"天降美食","菲尔·罗德 "
"天降美食"," 克里斯托弗·米勒"
"世界末日","塞斯·罗根 "
"世界末日"," 埃文·戈德堡"
"足球尤物","安迪·菲克曼"
"花田喜事2010","黄百鸣 "
"花田喜事2010"," 邱礼涛"
"大话王","汤姆·沙迪亚克"
"兰戈","戈尔·维宾斯基"
"窈窕绅士","李巨源"
"爱在罗马","伍迪·艾伦"
"的士速递","吉拉尔·皮雷"
"小鬼当家3","拉加·高斯内尔"
"穿靴子的猫","克里斯·米勒"
"贱女孩","马克·沃特斯"
"辣妈辣妹","马克·沃特斯"
"倒霉爱神","唐纳德·佩特瑞"
"世界尽头","埃德加·赖特"
"一个购物狂的自白","P·J·霍根"
"僵尸之地","鲁本·弗雷斯彻"
"决战刹马镇","李蔚然"
"小姐好白","基伦·埃弗瑞·韦恩斯"
"命运呼叫转移","刘仪伟 "
"命运呼叫转移"," 张坚庭 "
"命运呼叫转移"," 孙周 "
"命运呼叫转移"," 林锦和"
"加菲猫2","Tim Hill"
"人间喜剧","陈庆嘉 "
"人间喜剧"," 秦小珍"
"马达加斯加2：逃往非洲","埃里克·达尼尔 "
"马达加斯加2：逃往非洲"," 汤姆·麦格拉思"
"合约情人","张坚庭"
"波拉特","拉里·查尔斯"
"美国派2","詹姆斯·B·罗杰斯"
"惊声尖笑","基伦·埃弗瑞·韦恩斯"
"辛普森一家","大卫·斯沃曼"
"我老公不靠谱","阮世生"
"龙虎少年队","菲尔·罗德 "
"龙虎少年队"," 克里斯托弗·米勒"
"小鸡快跑","Peter Lord "
"小鸡快跑"," 尼克·帕克"
"神奇侠侣","谷德昭"
"妈妈咪呀","菲利达·劳埃德"
"糊涂侦探","彼得·西格尔"
"家有喜事2009","谷德昭"
"洋葱电影","Tom Kuntz "
"洋葱电影"," Mike Maguire"
"十兄弟","李力持"
"两男变错身","大卫·道金"
"捕蝇纸","罗伯·明可夫"
"我爱HK 开心万岁","钟澍佳 "
"我爱HK 开心万岁"," 曾志伟"
"财神客栈","王晶"
"粉红豹","肖恩·利维"
"阿呆与阿瓜","彼得·法拉利 "
"阿呆与阿瓜"," 鲍比·法拉利"
"花田喜事","高志森"
"唐璜","约瑟夫·高登-莱维特"
"的士速递2","热拉尔·克瓦兹克"
"乐高大电影","菲尔·罗德 "
"乐高大电影"," 克里斯托弗·米勒"
"摇滚校园","理查德·林克莱特"
"桃花运","马俪文"
"即日启程","刘江"
"早间主播","罗杰·米歇尔"
"小鬼当街","帕特里克·里德·约翰逊"
"小屁孩日记","Thor Freudenthal"
"整编特工","Robert Luketic"
"憨豆先生的大灾难","梅尔·史密斯"
"蓝精灵","拉加·高斯内尔"
"美丽密令","王晶"
"炮友","威尔·古勒"
"涉外大饭店","约翰·麦登"
"律政俏佳人2","查尔斯·赫曼-温菲尔德"
"欢迎来北方","丹尼·伯恩"
"冒牌天神2","汤姆·沙迪亚克"
"最爱女人购物狂","韦家辉"
"歌舞青春","肯尼·奥特加"
"美国派3：美国婚礼","杰西·迪伦"
"喜马拉亚星","韦家辉"
"赛车总动员","约翰·拉塞特 "
"赛车总动员"," 乔·兰福特"
"野孩子","尼克·摩尔"
"保姆日记","莎里·斯宾厄·伯曼 "
"保姆日记"," 罗伯特·帕西尼"
"爱情无线牵","伊万·雷特曼"
"功夫小蝇","S.S. Rajamouli "
"功夫小蝇"," J.V.V. Sathyanarayana"
"抗癌的我","乔纳森·莱文"
"饭局也疯狂","尚敬"
"怪物史瑞克2","安德鲁·亚当森 "
"怪物史瑞克2"," 凯利·阿斯博瑞 "
"怪物史瑞克2"," 康拉德·弗农"
"微不足道","让-巴普蒂斯特·安德烈"
"嫁个有钱人","谷德昭"
"绝世好Bra","陈庆嘉 "
"绝世好Bra"," 梁柏坚"
"笑林小子2：新乌龙院","朱延平"
"女男变错身","尼克·赫伦"
"拜见岳父大人2","杰伊·罗奇"
"魔法灰姑娘","汤米·奥·哈沃"
"高兴","阿甘"
"龙虎少年队2","菲尔·罗德 "
"龙虎少年队2"," 克里斯托弗·米勒"
"老鼠爱上猫","陈嘉上"
"大电影","阿甘"
"绯闻计划","威尔·古勒"
"神勇奶爸","亚当·山克曼"
"一夜大肚","贾德·阿帕图"
"上帝保佑美国","博卡·格德斯维特"
"情人节","盖瑞·马歇尔"
"27套礼服","安妮·弗莱彻"
"神探飞机头","汤姆·沙迪亚克"
"无敌幸运星","陈友"
"特工争风","约瑟夫·麦克金提·尼彻"
"冥界警局","罗伯特·斯文克"
"百年好合","杜琪峰 "
"百年好合"," 韦家辉"
"偷听女人心","南希·迈耶斯"
"逃狱三王","伊桑·科恩 "
"逃狱三王"," 乔尔·科恩"
"情圣","李力持"
"BJ单身日记2：理性边缘","比班·基德龙"
"长大成人","丹尼斯·杜根"
"白雪公主之魔镜魔镜","塔西姆·辛"
"我盛大的同志婚礼","丹尼斯·杜根"
"龙凤店","钟澍佳"
"的士速递4","热拉尔·克瓦兹克"
"闰年","Anand Tucker"
"尽情游戏","让-皮埃尔·热内"
"豚鼠特攻队","霍伊特·耶特曼"
"黑暗阴影","蒂姆·波顿"
"鼠来宝","蒂姆·希尔"
"热带惊雷","本·斯蒂勒"
"的士速递3","热拉尔·克瓦兹克"
"一条叫旺达的鱼","查尔斯·克瑞奇顿"
"你好，陌生人","班庄·比辛达拿刚"
"坏老师","杰克·卡斯丹"
"飞虎出征","麦咏麟"
"四个婚礼和一个葬礼","迈克·内威尔"
"环游地球八十天","弗兰克·克拉斯"
"双宝斗恶魔","艾利·克雷格"
"新抢钱夫妻","迪恩·帕里索特"
"赛车总动员2","约翰·拉塞特 "
"赛车总动员2"," 布拉德·刘易斯"
"新扎师妹2","马伟豪"
"龙的传人","李修贤"
"女孩梦三十","盖瑞·温尼克"
"特工佳丽","唐纳德·佩特瑞"
"歪小子斯科特对抗全世界","埃德加·赖特"
"别惹佐汉","丹尼斯·杜根"
"马利和我","大卫·弗兰科尔"
"行运一条龙","李力持"
"高楼大劫案","Brett Ratner"
"出水芙蓉","乔治·西德尼"
"漂亮女人","盖瑞·马歇尔"
"邻居大战","尼古拉斯·斯托勒"
"牛仔裤的夏天","肯·卡皮斯"
"猫狗大战","劳伦斯·哥特曼"
"小姐好辣","汤姆·布拉迪"
"私奔B计划","帕斯卡尔·舒梅"
"甜蜜杀机","连奕琦"
"大学新生","乔·努斯鲍姆"
"完美音调","杰森·摩尔"
"摩登年代","邵晓黎"
"有希望的男人","伊力·维伊德雷克"
"春田花花同学会","赵良骏"
"一个头两个大","鲍比·法拉利 "
"一个头两个大"," 彼得·法拉利"
"摇摆de婚约","鄢颇 "
"摇摆de婚约"," 肖蔚鸿"
"热情如火","比利·怀德"
"咖喱辣椒","柯受良"
"倔强萝卜","田蒙"
"相思成灾","阿莱克·凯西西恩"
"幸运查克","马克·海尔弗里奇"
"怪物史瑞克4","迈克·米歇尔"
"狂野目标","乔纳森·林恩"
"心急吃不了热豆腐","冯巩"
"惊声尖笑4","大卫·扎克"
"穿越大吉岭","韦斯·安德森"
"魔法保姆麦克菲","柯克·琼斯"
"八星抱喜","陈庆嘉 "
"八星抱喜"," 秦小珍"
"情敌复仇战","尼克·卡索维茨"
"我最好朋友的婚礼","P·J·霍根"
"太坏了","格雷格·莫托拉"
"巴黎宝贝","王菁"
"百星酒店","谷德昭"
"没事偷着乐","杨亚洲"
"惊声尖笑2","基伦·埃弗瑞·韦恩斯"
"千杯不醉","尔冬升"
"天才一族","韦斯·安德森"
"阅后即焚","伊桑·科恩 "
"阅后即焚"," 乔尔·科恩"
"我们所知道的生活","格里格·伯兰蒂"
"精灵鼠小弟2","罗伯·明可夫"
"我为玛丽狂","鲍比·法拉利 "
"我为玛丽狂"," 彼得·法拉利"
"四十岁的老处男","贾德·阿帕图"
"约会之夜","肖恩·利维"
"我老婆未满十八岁","阮世生"
"有关时间旅行的热门问题","嘉瑞斯·贾里维克"
"骗中骗","乔治·罗伊·希尔"
"怪物史瑞克3","克里斯·米勒 "
"怪物史瑞克3"," 许诚毅"
"辣手警花","保罗·费格"
"开心鬼","高志森"
"独家新闻","伍迪·艾伦"
"单亲度假村","弗兰克·克拉斯"
"新精武门1991","左颂升"
"捕鼠记","戈尔·维宾斯基"
"谋杀绿脚趾","乔尔·科恩 "
"谋杀绿脚趾"," 伊桑·科恩"
"拜见岳父大人3","保罗·韦兹"
"床伴逐个数","Mark Mylod"
"美国派(番外篇)5：裸奔","乔·努斯鲍姆"
"保持缄默","Niall Johnson"
"天降美食2","科迪·卡梅伦 "
"天降美食2"," 克里斯·皮尔恩"
"惊声尖笑3","大卫·扎克"
"小屁孩日记2","大卫·博维斯"
"疯狂店员","凯文·史密斯"
"行运超人","谷德昭"
"奇幻人生","马克·福斯特"
"蕾蒙娜和姐姐","伊丽莎白·艾伦"
"你逃我也逃","恩斯特·刘别谦"
"阿黛拉的非凡冒险","吕克·贝松"
"恋上你的床","陈庆嘉 "
"恋上你的床"," 梁柏坚"
"巨蟒与圣杯","特瑞·吉列姆 "
"巨蟒与圣杯"," 特瑞·琼斯"
"电子情书","诺拉·艾芙隆"
"热浴盆时光机","斯蒂夫·平克"
"绝世宝贝","梁柏坚 "
"绝世宝贝"," 陈庆嘉"
"亚当斯一家","巴里·索南菲尔德"
"汉娜·蒙塔娜：电影版","彼德·切尔瑟姆"
"我配不上她","吉姆·费尔德·史密斯"
"熊猫大侠","王岳伦"
"美人鱼","伊丽莎白·艾伦"
"空中大灌篮","乔·皮特卡"
"淘金记","查理·卓别林"
"唐伯虎点秋香2之四大才子","李力持"
"亲爱的，我把孩子缩小了","乔·庄斯顿"
"青春爱欲吻","顾伦德·查达哈"
"如何众叛亲离","罗伯特·B·维德"
"魔力麦克","史蒂文·索德伯格"
"非常父女档","艾赫尼奥·德伯兹"
"充气娃娃之恋","克雷格·吉勒斯佩"
"K歌情人","马克·劳伦斯"
"通灵男孩诺曼","克里斯·巴特勒 "
"通灵男孩诺曼"," 山姆·菲尔"
"说来有点可笑","安娜·波顿 "
"说来有点可笑"," 瑞安·弗雷克"
"刀见笑","乌尔善"
"面子","伍思薇"
"隋朝来客","庄宇新"
"天使之城","布拉德·塞伯宁"
"金刚","彼得·杰克逊"
"暮光之城3：月食","大卫·斯雷德"
"爱再来一次","吉尔·约格尔"
"分手信","莱塞·霍尔斯道姆"
"给朱丽叶的信","盖瑞·温尼克"
"触不到的恋人","亚利桑德罗·阿奎斯提"
"想爱就爱","萨拉萨瓦蒂·翁索姆佩奇"
"蓝色情人节","德里克·斯安弗朗斯"
"浓情巧克力","莱塞·霍尔斯道姆"
"逆世界","朱安·索兰纳"
"暮光之城4：破晓(上)","比尔·康顿"
"超市夜未眠","西恩·埃利斯"
"惊情四百年","弗朗西斯·福特·科波拉"
"红磨坊","巴兹·鲁赫曼"
"云中漫步","阿方索·阿雷奥"
"美食、祈祷和恋爱","瑞恩·墨菲"
"芳芳","亚历山大·雅丁"
"莎翁情史","约翰·麦登"
"纽约，我爱你","法提赫·阿金 "
"纽约，我爱你"," 伊万·阿达勒 "
"纽约，我爱你"," Randall Balsmeyer "
"纽约，我爱你"," 艾伦·休斯 "
"纽约，我爱你"," 岩井俊二 "
"纽约，我爱你"," 姜文 "
"纽约，我爱你"," 谢加·凯普尔 "
"纽约，我爱你"," Joshua Marston "
"纽约，我爱你"," 米拉·奈尔 "
"纽约，我爱你"," 娜塔莉·波特曼 "
"纽约，我爱你"," 布莱特·拉特纳"
"初三大四我爱你","Haeman Chatemee"
"暮光之城4：破晓(下)","比尔·康顿"
"缘分天注定","彼德·切尔瑟姆"
"分手说爱你","黄真真"
"穿越时空爱上你","詹姆斯·曼高德"
"保镖","米克·杰克逊"
"欲望都市","迈克尔·帕特里克·金"
"走出非洲","西德尼·波拉克"
"下一站，说爱你","Adisorn Trisirikasem"
"安娜·卡列尼娜","乔·赖特"
"星尘","马修·沃恩"
"漫长的婚约","让-皮埃尔·热内"
"初恋红豆冰","阿牛"
"罗密欧与朱丽叶","巴兹·鲁赫曼"
"记住我","Allen Coulter"
"别让我走","马克·罗曼尼克"
"魔法奇缘","凯文·利玛"
"一夜迷情","梅西·塔吉丁"
"爱情三选一","亚当·布鲁克斯"
"恋恋书中人","乔纳森·戴顿 "
"恋恋书中人"," 维莱莉·法瑞斯"
"伊丽莎白镇","卡梅伦·克罗"
"美味情缘","斯科特·希克斯"
"真爱之吻","马克·帕兰斯基"
"相见恨早","奈吉·柯尔"
"倾城之泪","黄真真"
"布拉格之恋","菲利普·考夫曼"
"简爱","凯瑞·福永"
"第六感生死缘","马丁·布莱斯"
"我爱你莫里斯","格伦·费卡拉 "
"我爱你莫里斯"," 约翰·里夸"
"两小无猜","瓦里丝·侯赛因"
"生日快乐","马楚成"
"亲密敌人","徐静蕾"
"艺伎回忆录","罗伯·马歇尔"
"时光倒流七十年","吉诺特·兹瓦克"
"隐婚男女","叶念琛"
"明亮的星","简·坎皮恩"
"游龙戏凤","刘伟强"
"看得见风景的房间","詹姆斯·伊沃里"
"原罪","迈克尔·克里斯托弗"
"纯真年代","马丁·斯科塞斯"
"亚当","Max Mayer"
"誓约","迈克尔·苏克西"
"云上的日子","米开朗基罗·安东尼奥尼 "
"云上的日子"," 维姆·文德斯"
"夏日乐悠悠","马楚成"
"爱出色","陈奕利"
"爱疯了","德雷克·多雷穆斯"
"早熟","尔冬升"
"舞出我人生","安妮·弗莱彻"
"西伯利亚的理发师","尼基塔·米哈尔科夫"
"窈窕淑女","乔治·库克"
"蓝白红三部曲之白","克日什托夫·基耶斯洛夫斯基"
"澳洲乱世情","巴兹·鲁赫曼"
"托斯卡纳艳阳下","奥黛丽·威尔斯"
"姐弟恋","巴特·弗伦德里希"
"我的最爱","叶念琛"
"芭啦芭啦樱之花","马楚成"
"梁祝","徐克"
"倾国之恋","麦当娜"
"爱的发声练习","李鼎"
"霍乱时期的爱情","迈克·内威尔"
"十分爱","叶念琛"
"我恨你的十件事","吉尔·约格尔"
"开往春天的地铁","张一白"
"灰姑娘的故事","Mark Rosman"
"龙凤斗","杜琪峰"
"夜半歌声","于仁泰"
"甜心先生","卡梅伦·克罗"
"新桥恋人","莱奥·卡拉克斯"
"欲盖弄潮","乔纳·马科维茨"
"恋人絮语","曾国祥 "
"恋人絮语"," 尹志文"
"洛丽塔","斯坦利·库布里克"
"一夜风流","弗兰克·卡普拉"
"命运规划局","乔治·诺非"
"地下铁","马伟豪"
"居家男人","布莱特·拉特纳"
"欲望都市2","Michael Patrick King"
"恋爱地图","下山天 "
"恋爱地图"," 易智言 "
"恋爱地图"," 张一白"
"丑陋的真相","罗伯特·路克蒂克"
"天使的性","Xavier Villaverde"
"远距离爱情","纳内特·波斯特恩"
"寂寞芳心","查恩·厄尔马克"
"十日拍拖手册","唐纳德·佩特瑞"
"爱情麻辣烫","张扬"
"孤男寡女","杜琪峰 "
"孤男寡女"," 韦家辉"
"独家试爱","叶念琛"
"苦月亮","罗曼·波兰斯基"
"天生爱情狂","叶念琛"
"完美嫁衣","黄真真"
"爱，简单","丹尼尔·里贝罗"
"心之全蚀","阿格涅丝卡·霍兰"
"天若有情","陈木胜"
"魔力月光","伍迪·艾伦"
"魔术师","尼尔·博格"
"二见钟情","乔·德特杜巴"
"美女与野兽","克里斯多夫·甘斯"
"我左眼见到鬼","杜琪峰 "
"我左眼见到鬼"," 韦家辉"
"真爱无价","皮埃尔·沙尔瓦多利"
"熟男，我爱你","费德瑞克·莫恰"
"莫里斯","詹姆斯·伊沃里"
"茜茜公主2","恩斯特·马利斯卡"
"曼哈顿女佣","王颖"
"落跑新娘","盖瑞·马歇尔"
"双食记","赵天宇"
"开罗时间","鲁巴·纳达"
"家庭作业","加文·维森"
"生人勿进","托马斯·阿尔弗莱德森"
"安娜·卡列尼娜","伯纳德·罗斯"
"壮志凌云","托尼·斯科特"
"爱情的牙齿","庄宇新"
"只要在一起","克劳德·贝里"
"离开拉斯维加斯","迈克·菲吉斯"
"想爱就爱2","萨拉萨瓦蒂·翁索姆佩奇"
"夏天协奏曲","黄朝亮"
"爱神","花明"
"回到爱开始的地方","林孝谦"
"初恋的回忆","亚当·山克曼"
"四角关系","欧·帕克"
"20 30 40","张艾嘉"
"古今大战秦俑情","程小东"
"谜情公寓","保罗·麦奎根"
"大城小事","叶伟信"
"我爱你","张元"
"一场风花雪月的事","高群书"
"心火","威廉姆·尼克尔森"
"很想和你在一起","江玉仪 "
"很想和你在一起"," 钟炜钊"
"情人结","霍建起"
"祖与占","弗朗索瓦·特吕弗"
"罗马情缘","马克·斯蒂文·约翰逊"
"恋爱恐慌症","龙毅"
"伤心童话","徐正超"
"红河谷","冯小宁"
"恋爱前规则","蒋钦民"
"剩女也疯狂","艾伦·保尔"
"茉莉花开","侯咏"
"水牛城66","文森特·加洛"
"我爱的是你爱我","马志宇"
"卡萨诺瓦","莱塞·霍尔斯道姆"
"与女人们的对话","汉斯·卡诺萨"
"再说一次我爱你","余伟国 "
"再说一次我爱你"," 李公乐"
"爱你九周半","阿德里安·莱恩"
"小红帽","凯瑟琳·哈德威克"
"人鱼传说","罗文"
"露西亚的情人","胡里奥·密谭"
"男孩别哭","金伯莉·皮尔斯"
"渺渺","程孝泽"
"爱久弥新","翁乙"
"周末时光","安德鲁·海格"
"高海拔之恋Ⅱ","杜琪峰"
"爱很复杂","南希·迈耶斯"
"爱情故事","阿瑟·希勒"
"广岛之恋","阿伦·雷乃"
"茜茜公主3","恩斯特·马利斯卡"
"玛戈王后","帕特里斯·夏侯"
"变身男女","李旗"
"小美人鱼","罗恩·克莱蒙兹 "
"小美人鱼"," 约翰·马斯克"
"另一个波琳家的女孩","贾斯汀·查德维克"
"青木瓜之味","陈英雄"
"前目的地","迈克尔·斯派瑞 "
"前目的地"," 彼得·斯派瑞"
